road_name_in_googleMap,Accident_date,accident_time,vehicle_type,road_type,seviarity_of_accident,near_by_hospital,near_by_school,near_by_chrch,No_of_bildings_near_300m_of_accident_area,death
MG Road,2021-04-28 09:03:43.253438,15:25,Bike,Residential,Major,0,0,1,4,0
MG Road,2022-01-17 09:03:43.253438,00:50,Bike,Main Road,Fatal,1,1,0,47,1
Baner Road,2021-08-23 09:03:43.253438,12:54,Auto-rickshaw,Highway,Minor,0,1,0,6,1
Kothrud Road,2020-09-03 09:03:43.253438,23:41,Auto-rickshaw,Main Road,Fatal,1,1,1,45,0
Aundh Road,2020-12-27 09:03:43.253438,19:01,Car,Main Road,Minor,0,0,1,41,0
Kothrud Road,2020-04-16 09:03:43.253438,16:41,Bicycle,Rural,Fatal,0,0,1,22,0
Kothrud Road,2020-06-26 09:03:43.253438,05:01,Car,Residential,Fatal,0,0,1,29,0
Kothrud Road,2023-02-14 09:03:43.253438,16:53,Bike,Highway,Minor,0,0,1,24,1
Baner Road,2022-01-29 09:03:43.253438,07:07,Truck,Main Road,Major,0,1,1,16,1
Kothrud Road,2020-04-19 09:03:43.253438,20:48,Bike,Rural,Minor,1,0,0,46,0
Karve Road,2023-09-23 09:03:43.253438,15:29,Truck,Highway,Fatal,0,0,0,23,0
FC Road,2021-05-17 09:03:43.253438,03:41,Pedestrian,Residential,Major,1,0,0,40,1
Sinhagad Road,2021-12-08 09:03:43.253438,01:49,Bike,Main Road,Minor,0,1,0,28,0
MG Road,2022-05-03 09:03:43.253438,09:33,Auto-rickshaw,Main Road,Minor,0,0,0,38,1
MG Road,2020-09-07 09:03:43.253438,06:27,Bus,Rural,Major,1,1,0,24,0
Sinhagad Road,2020-10-26 09:03:43.253438,22:48,Bike,Main Road,Major,1,1,0,10,0
Baner Road,2022-01-23 09:03:43.253438,13:08,Car,Rural,Minor,0,0,0,3,0
Paud Road,2023-11-09 09:03:43.253438,09:07,Pedestrian,Rural,Minor,0,0,0,13,1
Baner Road,2019-12-19 09:03:43.253438,13:33,Pedestrian,Rural,Fatal,0,0,1,38,1
MG Road,2021-03-04 09:03:43.253438,00:26,Truck,Main Road,Minor,1,0,1,6,0
MG Road,2021-11-26 09:03:43.253438,05:20,Truck,Rural,Major,1,1,1,5,1
Sinhagad Road,2021-02-13 09:03:43.253438,20:51,Bike,Highway,Minor,1,0,1,29,0
Kothrud Road,2022-10-25 09:03:43.253438,11:36,Truck,Residential,Major,0,1,0,5,1
Baner Road,2022-06-15 09:03:43.253438,01:04,Car,Residential,Fatal,1,1,1,22,0
Satara Road,2019-12-12 09:03:43.253438,20:41,Auto-rickshaw,Main Road,Major,1,1,1,16,0
Sinhagad Road,2021-07-25 09:03:43.253438,05:59,Bus,Residential,Major,1,0,1,11,1
Karve Road,2023-03-12 09:03:43.253438,08:06,Bus,Residential,Major,0,0,1,6,1
MG Road,2023-12-03 09:03:43.253438,12:46,Truck,Highway,Minor,0,0,1,49,1
Sinhagad Road,2021-02-05 09:03:43.253438,17:13,Bike,Highway,Minor,0,1,1,18,0
Baner Road,2020-05-24 09:03:43.253438,14:35,Truck,Rural,Minor,0,1,0,41,1
MG Road,2023-11-03 09:03:43.253438,18:53,Pedestrian,Highway,Major,0,1,1,4,1
Paud Road,2022-02-28 09:03:43.253438,19:26,Car,Highway,Minor,1,1,1,37,1
Sinhagad Road,2020-11-18 09:03:43.253438,11:20,Bicycle,Main Road,Minor,0,0,1,19,1
Aundh Road,2020-05-08 09:03:43.253438,10:02,Bike,Highway,Major,0,0,0,8,0
MG Road,2023-12-06 09:03:43.253438,00:43,Auto-rickshaw,Rural,Major,1,0,0,47,1
Baner Road,2021-04-22 09:03:43.253438,17:04,Car,Main Road,Minor,1,1,0,7,0
FC Road,2023-07-05 09:03:43.253438,08:49,Auto-rickshaw,Residential,Minor,1,0,0,25,1
Satara Road,2024-03-29 09:03:43.253438,02:04,Bike,Residential,Minor,1,1,0,23,0
Shivaji Road,2022-01-31 09:03:43.253438,13:32,Auto-rickshaw,Rural,Fatal,1,1,1,15,0
Kothrud Road,2023-05-15 09:03:43.253438,02:49,Car,Rural,Minor,0,0,0,1,1
Shivaji Road,2022-08-13 09:03:43.253438,11:20,Car,Highway,Major,0,1,1,24,0
Baner Road,2021-06-09 09:03:43.253438,08:02,Truck,Main Road,Minor,1,0,0,47,1
Karve Road,2022-02-20 09:03:43.253438,16:56,Bicycle,Main Road,Fatal,1,0,1,23,1
Karve Road,2021-01-26 09:03:43.253438,20:10,Bike,Main Road,Fatal,0,0,1,46,1
FC Road,2021-01-28 09:03:43.253438,09:57,Bus,Rural,Fatal,1,0,0,27,1
Kothrud Road,2023-09-25 09:03:43.253438,20:36,Pedestrian,Residential,Minor,0,1,0,28,0
Aundh Road,2020-05-14 09:03:43.253438,09:37,Bicycle,Highway,Major,0,1,0,35,0
FC Road,2020-08-14 09:03:43.253438,06:23,Bus,Residential,Major,0,1,1,24,1
Shivaji Road,2024-08-25 09:03:43.253438,09:13,Auto-rickshaw,Main Road,Minor,1,1,1,2,1
FC Road,2024-03-25 09:03:43.253438,19:40,Bus,Residential,Minor,0,1,0,3,1
Shivaji Road,2022-07-10 09:03:43.253438,15:56,Bus,Highway,Minor,1,1,0,33,1
MG Road,2021-08-18 09:03:43.253438,17:48,Pedestrian,Highway,Minor,0,0,1,28,0
Karve Road,2023-10-10 09:03:43.253438,04:23,Car,Highway,Major,0,0,0,1,0
MG Road,2021-11-21 09:03:43.253438,17:10,Car,Main Road,Fatal,0,0,1,34,1
Satara Road,2024-03-11 09:03:43.253438,15:37,Car,Residential,Fatal,1,0,0,34,1
Kothrud Road,2021-12-16 09:03:43.253438,07:45,Bus,Rural,Major,0,1,0,11,1
Aundh Road,2020-12-27 09:03:43.253438,03:58,Auto-rickshaw,Main Road,Minor,0,1,1,14,1
Shivaji Road,2020-06-27 09:03:43.253438,09:51,Bike,Highway,Minor,0,0,0,33,1
Aundh Road,2021-11-12 09:03:43.253438,05:49,Pedestrian,Rural,Major,1,0,1,13,0
Shivaji Road,2019-12-04 09:03:43.253438,13:13,Truck,Main Road,Major,0,1,1,13,1
Baner Road,2022-09-16 09:03:43.253438,22:40,Auto-rickshaw,Highway,Fatal,1,1,1,14,1
FC Road,2022-12-21 09:03:43.253438,22:56,Pedestrian,Residential,Major,0,0,1,14,0
Satara Road,2021-01-12 09:03:43.253438,21:33,Pedestrian,Rural,Minor,1,0,1,40,1
Karve Road,2019-12-28 09:03:43.253438,14:25,Car,Highway,Major,1,0,0,19,0
Shivaji Road,2021-11-14 09:03:43.253438,11:33,Auto-rickshaw,Rural,Major,0,1,0,12,0
Aundh Road,2024-08-02 09:03:43.253438,07:14,Bike,Residential,Major,0,0,1,9,0
Satara Road,2019-10-15 09:03:43.253438,00:52,Bicycle,Rural,Minor,0,1,1,27,1
Paud Road,2022-01-16 09:03:43.253438,19:14,Car,Residential,Minor,0,1,0,36,1
Paud Road,2022-11-25 09:03:43.253438,16:02,Bike,Highway,Fatal,1,0,1,41,1
MG Road,2023-08-04 09:03:43.253438,13:29,Bicycle,Rural,Major,1,0,0,8,1
Karve Road,2021-03-30 09:03:43.253438,14:59,Truck,Residential,Minor,0,0,1,34,0
Baner Road,2019-09-11 09:03:43.253438,23:50,Auto-rickshaw,Residential,Fatal,0,1,1,46,1
Aundh Road,2024-01-29 09:03:43.253438,08:24,Truck,Highway,Minor,0,1,0,41,0
FC Road,2020-09-09 09:03:43.253438,16:26,Pedestrian,Highway,Fatal,1,0,0,44,1
FC Road,2021-06-27 09:03:43.253438,21:15,Bus,Highway,Major,0,1,1,16,1
Aundh Road,2020-03-14 09:03:43.253438,00:55,Auto-rickshaw,Rural,Fatal,1,1,1,11,1
Kothrud Road,2022-04-16 09:03:43.253438,23:12,Pedestrian,Main Road,Major,0,1,0,14,0
Baner Road,2021-07-21 09:03:43.253438,17:18,Bicycle,Highway,Major,1,1,1,4,0
Satara Road,2023-12-10 09:03:43.253438,04:03,Bus,Rural,Major,0,1,1,0,1
Shivaji Road,2020-01-04 09:03:43.253438,12:07,Bike,Highway,Major,1,0,1,17,0
Kothrud Road,2019-12-05 09:03:43.253438,04:02,Bus,Rural,Fatal,0,0,0,15,0
Shivaji Road,2022-12-04 09:03:43.253438,23:10,Bicycle,Residential,Fatal,0,1,1,28,1
Shivaji Road,2021-02-10 09:03:43.253438,19:26,Bicycle,Residential,Minor,1,1,0,30,0
Kothrud Road,2022-09-10 09:03:43.253438,17:28,Bike,Residential,Fatal,0,0,1,33,0
MG Road,2022-06-18 09:03:43.253438,17:24,Truck,Main Road,Major,1,1,1,9,0
Paud Road,2019-10-02 09:03:43.253438,20:36,Car,Rural,Minor,0,1,0,2,0
Shivaji Road,2024-08-10 09:03:43.253438,15:00,Truck,Main Road,Fatal,0,0,1,24,0
Kothrud Road,2020-10-20 09:03:43.253438,01:31,Pedestrian,Highway,Major,1,1,0,5,1
Kothrud Road,2021-06-24 09:03:43.253438,13:18,Bus,Residential,Minor,1,1,0,46,0
Sinhagad Road,2020-06-05 09:03:43.253438,12:36,Bike,Residential,Fatal,0,0,1,8,1
MG Road,2023-07-14 09:03:43.253438,14:52,Bus,Residential,Minor,1,0,1,12,0
Karve Road,2022-03-05 09:03:43.253438,14:02,Bicycle,Main Road,Fatal,1,1,1,41,0
Sinhagad Road,2024-07-22 09:03:43.253438,20:06,Pedestrian,Highway,Fatal,1,1,0,47,1
Sinhagad Road,2024-08-12 09:03:43.253438,02:23,Pedestrian,Main Road,Minor,1,0,0,41,0
Aundh Road,2023-02-04 09:03:43.253438,22:19,Car,Residential,Minor,0,1,1,48,0
Paud Road,2024-01-02 09:03:43.253438,00:14,Auto-rickshaw,Main Road,Minor,1,0,1,23,1
Kothrud Road,2021-03-23 09:03:43.253438,14:09,Auto-rickshaw,Highway,Major,1,1,0,23,0
Paud Road,2021-02-01 09:03:43.253438,03:12,Auto-rickshaw,Highway,Major,0,0,1,15,0
Baner Road,2021-02-28 09:03:43.253438,23:59,Bus,Residential,Minor,1,1,0,24,1
Aundh Road,2023-08-25 09:03:43.253438,23:54,Auto-rickshaw,Main Road,Fatal,0,0,0,2,1
Karve Road,2021-04-05 09:03:43.253438,13:59,Bike,Residential,Minor,0,0,0,21,1
Paud Road,2021-05-21 09:03:43.253438,00:39,Car,Residential,Major,0,0,1,31,1
FC Road,2020-05-26 09:03:43.253438,11:39,Pedestrian,Highway,Minor,0,1,1,14,1
Shivaji Road,2020-03-01 09:03:43.253438,04:51,Bicycle,Residential,Minor,1,1,1,46,1
Baner Road,2020-08-08 09:03:43.253438,20:14,Truck,Residential,Major,1,1,0,11,1
MG Road,2023-11-17 09:03:43.253438,02:34,Bicycle,Highway,Fatal,0,0,0,24,1
Karve Road,2021-05-08 09:03:43.253438,05:51,Bike,Main Road,Fatal,0,1,0,36,1
Baner Road,2023-05-15 09:03:43.253438,15:49,Car,Main Road,Major,0,0,1,15,0
Shivaji Road,2024-07-06 09:03:43.253438,19:42,Truck,Main Road,Major,0,0,0,1,1
Aundh Road,2020-08-20 09:03:43.253438,17:59,Auto-rickshaw,Highway,Minor,1,1,0,47,1
Shivaji Road,2019-10-01 09:03:43.253438,18:13,Truck,Residential,Fatal,1,1,1,35,0
Sinhagad Road,2022-02-04 09:03:43.253438,04:09,Pedestrian,Main Road,Fatal,0,0,1,17,1
Shivaji Road,2022-03-22 09:03:43.253438,16:46,Bus,Highway,Major,1,1,0,23,0
Sinhagad Road,2020-08-02 09:03:43.253438,07:33,Bus,Rural,Fatal,0,1,0,44,0
Aundh Road,2022-05-06 09:03:43.253438,04:10,Auto-rickshaw,Main Road,Major,1,1,1,30,0
Satara Road,2019-11-07 09:03:43.253438,13:19,Auto-rickshaw,Main Road,Fatal,0,1,0,33,0
Sinhagad Road,2023-12-17 09:03:43.253438,15:09,Bike,Main Road,Fatal,0,0,0,35,1
MG Road,2024-03-02 09:03:43.253438,00:56,Bike,Residential,Major,1,1,1,11,0
Shivaji Road,2019-11-30 09:03:43.253438,16:57,Bicycle,Rural,Minor,0,1,1,2,1
Shivaji Road,2020-08-23 09:03:43.253438,02:29,Pedestrian,Highway,Minor,0,0,0,16,0
MG Road,2023-11-27 09:03:43.253438,15:34,Bus,Main Road,Fatal,1,1,1,12,0
FC Road,2022-02-27 09:03:43.253438,00:29,Car,Main Road,Minor,1,0,1,34,0
Kothrud Road,2022-10-22 09:03:43.253438,07:03,Bike,Highway,Fatal,0,1,1,40,0
Satara Road,2019-11-14 09:03:43.253438,03:21,Car,Highway,Minor,0,1,0,31,0
Karve Road,2024-04-14 09:03:43.253438,11:23,Bicycle,Highway,Minor,1,0,0,19,0
Sinhagad Road,2024-03-12 09:03:43.253438,17:40,Bus,Highway,Fatal,1,1,0,19,0
MG Road,2023-11-12 09:03:43.253438,12:21,Bike,Rural,Minor,1,1,0,14,0
Aundh Road,2020-02-17 09:03:43.253438,12:45,Car,Highway,Major,0,0,0,16,0
Sinhagad Road,2021-04-30 09:03:43.253438,23:47,Bicycle,Residential,Minor,0,1,0,40,1
Kothrud Road,2023-04-29 09:03:43.253438,23:07,Car,Highway,Fatal,1,0,0,31,1
Aundh Road,2022-01-08 09:03:43.253438,22:21,Bike,Main Road,Minor,1,0,1,1,0
Baner Road,2024-06-12 09:03:43.253438,16:23,Auto-rickshaw,Residential,Major,1,0,0,41,0
Shivaji Road,2024-04-10 09:03:43.253438,19:13,Bicycle,Main Road,Major,1,0,0,42,0
Baner Road,2023-07-20 09:03:43.253438,13:16,Bicycle,Residential,Minor,0,0,0,15,0
Sinhagad Road,2023-08-20 09:03:43.253438,09:16,Truck,Highway,Fatal,1,1,0,49,1
Kothrud Road,2023-08-13 09:03:43.253438,23:00,Auto-rickshaw,Residential,Major,1,0,1,17,0
Satara Road,2023-05-22 09:03:43.253438,05:46,Bicycle,Main Road,Major,1,1,1,25,1
Sinhagad Road,2023-01-21 09:03:43.253438,01:17,Truck,Rural,Fatal,0,1,0,15,0
MG Road,2023-07-04 09:03:43.253438,18:00,Car,Residential,Major,0,0,1,32,0
Paud Road,2022-09-16 09:03:43.253438,00:30,Bike,Residential,Major,1,0,0,28,0
Sinhagad Road,2019-11-28 09:03:43.253438,07:58,Bicycle,Highway,Major,1,1,0,4,1
Shivaji Road,2020-02-17 09:03:43.253438,01:23,Bus,Main Road,Fatal,0,1,1,1,1
Shivaji Road,2023-09-24 09:03:43.253438,05:25,Bike,Rural,Major,1,1,0,2,0
Sinhagad Road,2022-01-06 09:03:43.253438,13:59,Auto-rickshaw,Residential,Fatal,1,0,0,41,1
Aundh Road,2024-07-04 09:03:43.253438,21:45,Truck,Main Road,Major,1,1,1,7,1
Paud Road,2021-11-07 09:03:43.253438,14:06,Bike,Residential,Major,1,0,1,11,1
MG Road,2023-05-13 09:03:43.253438,12:19,Truck,Rural,Major,0,1,1,17,1
Sinhagad Road,2023-11-22 09:03:43.253438,05:03,Auto-rickshaw,Main Road,Fatal,1,1,1,31,0
Aundh Road,2021-07-13 09:03:43.253438,11:17,Auto-rickshaw,Rural,Major,0,1,0,3,0
Shivaji Road,2020-09-18 09:03:43.253438,09:12,Bike,Main Road,Minor,0,0,0,10,0
Shivaji Road,2020-06-11 09:03:43.253438,08:49,Bicycle,Main Road,Fatal,1,0,0,7,1
Kothrud Road,2020-09-11 09:03:43.253438,23:07,Bus,Highway,Fatal,1,0,1,27,1
Sinhagad Road,2020-11-05 09:03:43.253438,08:24,Bicycle,Highway,Minor,0,0,1,48,0
Paud Road,2022-11-07 09:03:43.253438,15:38,Pedestrian,Main Road,Minor,1,1,0,41,0
FC Road,2020-01-19 09:03:43.253438,22:06,Bus,Main Road,Major,1,0,1,10,0
Paud Road,2022-02-26 09:03:43.253438,09:32,Truck,Highway,Fatal,1,0,0,26,1
Shivaji Road,2021-02-17 09:03:43.253438,05:16,Bike,Residential,Fatal,1,0,0,10,1
Shivaji Road,2024-05-09 09:03:43.253438,16:18,Car,Main Road,Minor,1,0,1,22,1
Baner Road,2024-07-02 09:03:43.253438,14:32,Auto-rickshaw,Rural,Minor,1,1,0,16,0
Shivaji Road,2021-07-18 09:03:43.253438,20:03,Bicycle,Main Road,Minor,0,1,0,49,0
MG Road,2020-08-09 09:03:43.253438,21:49,Truck,Highway,Minor,1,1,0,27,1
Karve Road,2019-11-29 09:03:43.253438,07:05,Auto-rickshaw,Residential,Major,0,1,0,38,1
Sinhagad Road,2023-10-30 09:03:43.253438,09:14,Truck,Main Road,Minor,1,1,0,28,0
Paud Road,2021-07-26 09:03:43.253438,23:51,Bike,Main Road,Fatal,0,1,0,2,1
Karve Road,2023-12-10 09:03:43.253438,12:44,Truck,Main Road,Minor,0,0,1,48,1
Aundh Road,2023-02-06 09:03:43.253438,22:19,Truck,Main Road,Major,0,0,1,37,1
FC Road,2023-11-26 09:03:43.253438,20:33,Pedestrian,Rural,Fatal,0,1,0,39,1
MG Road,2023-08-19 09:03:43.253438,17:21,Car,Rural,Minor,1,0,0,35,1
Paud Road,2020-06-27 09:03:43.253438,18:12,Truck,Rural,Major,1,1,0,39,1
Karve Road,2024-07-07 09:03:43.253438,17:58,Bus,Highway,Fatal,0,1,0,15,1
FC Road,2024-01-08 09:03:43.253438,03:32,Truck,Residential,Major,0,1,0,4,1
Baner Road,2021-04-19 09:03:43.253438,13:00,Truck,Rural,Minor,1,0,0,44,1
MG Road,2023-11-08 09:03:43.253438,09:36,Bike,Rural,Fatal,0,0,0,43,1
MG Road,2021-11-30 09:03:43.253438,22:58,Truck,Rural,Fatal,0,0,1,12,1
Baner Road,2024-05-26 09:03:43.253438,08:42,Pedestrian,Residential,Fatal,0,0,1,23,0
Sinhagad Road,2022-12-02 09:03:43.253438,22:20,Car,Main Road,Major,0,0,0,8,0
Baner Road,2023-02-17 09:03:43.253438,22:16,Bike,Residential,Fatal,1,0,0,29,0
MG Road,2022-03-25 09:03:43.253438,15:34,Pedestrian,Rural,Minor,1,0,0,37,1
MG Road,2019-12-10 09:03:43.253438,07:09,Auto-rickshaw,Residential,Minor,0,1,1,10,0
Karve Road,2023-08-13 09:03:43.253438,02:38,Bus,Rural,Major,1,1,1,31,0
Shivaji Road,2020-01-28 09:03:43.253438,14:23,Bus,Residential,Major,0,1,1,8,1
FC Road,2022-04-23 09:03:43.253438,09:50,Auto-rickshaw,Main Road,Fatal,0,1,1,17,0
Baner Road,2022-04-23 09:03:43.253438,11:41,Truck,Residential,Minor,0,0,1,6,1
FC Road,2023-10-15 09:03:43.253438,22:01,Car,Residential,Fatal,1,1,0,21,0
Baner Road,2019-08-30 09:03:43.253438,10:17,Car,Rural,Major,1,1,0,12,0
Aundh Road,2020-11-14 09:03:43.253438,13:11,Car,Main Road,Minor,0,0,1,28,1
MG Road,2021-10-08 09:03:43.253438,16:36,Car,Rural,Fatal,1,1,1,1,0
Shivaji Road,2020-10-09 09:03:43.253438,10:29,Pedestrian,Highway,Minor,0,1,1,46,1
Karve Road,2022-10-28 09:03:43.253438,18:20,Truck,Highway,Minor,0,1,0,25,0
Shivaji Road,2023-06-09 09:03:43.253438,23:27,Auto-rickshaw,Highway,Major,0,1,1,16,1
Shivaji Road,2022-01-27 09:03:43.253438,03:59,Pedestrian,Rural,Fatal,0,0,1,11,1
Shivaji Road,2020-09-28 09:03:43.253438,15:23,Pedestrian,Rural,Major,1,0,0,14,0
FC Road,2021-04-30 09:03:43.253438,19:06,Auto-rickshaw,Highway,Minor,0,1,1,1,0
Baner Road,2021-12-28 09:03:43.253438,00:49,Bus,Residential,Major,0,1,0,21,1
Satara Road,2021-12-23 09:03:43.253438,10:28,Auto-rickshaw,Main Road,Major,1,0,0,17,0
Aundh Road,2023-03-01 09:03:43.253438,23:51,Car,Highway,Fatal,0,1,0,44,1
Paud Road,2024-01-16 09:03:43.253438,22:35,Truck,Main Road,Fatal,0,0,1,18,1
Shivaji Road,2023-10-31 09:03:43.253438,14:01,Pedestrian,Highway,Fatal,1,0,1,7,0
Sinhagad Road,2024-04-13 09:03:43.253438,01:37,Bike,Residential,Minor,0,0,0,6,0
FC Road,2020-06-10 09:03:43.253438,19:32,Bike,Main Road,Minor,0,1,1,26,0
Karve Road,2021-06-21 09:03:43.253438,17:14,Car,Rural,Fatal,0,0,1,21,1
Paud Road,2021-12-29 09:03:43.253438,09:04,Bicycle,Highway,Minor,1,0,0,15,0
Satara Road,2024-06-28 09:03:43.253438,12:12,Bus,Residential,Minor,1,0,0,23,1
Sinhagad Road,2020-06-05 09:03:43.253438,13:35,Pedestrian,Residential,Fatal,0,0,0,18,0
Satara Road,2022-11-21 09:03:43.253438,19:27,Bike,Residential,Minor,0,1,0,22,1
Paud Road,2021-10-29 09:03:43.253438,14:55,Bicycle,Highway,Major,0,0,0,32,1
Shivaji Road,2024-02-22 09:03:43.253438,18:37,Car,Main Road,Fatal,1,1,1,2,1
Sinhagad Road,2023-08-19 09:03:43.253438,23:57,Pedestrian,Highway,Major,1,0,0,40,0
Satara Road,2020-10-31 09:03:43.253438,14:06,Pedestrian,Residential,Major,0,0,0,47,1
Karve Road,2022-05-02 09:03:43.253438,09:52,Pedestrian,Residential,Major,0,0,0,8,1
Baner Road,2024-05-31 09:03:43.253438,19:37,Truck,Rural,Major,1,0,0,37,1
MG Road,2022-11-22 09:03:43.253438,14:26,Bike,Highway,Major,0,1,1,42,0
Baner Road,2021-10-24 09:03:43.253438,13:18,Car,Main Road,Fatal,0,0,1,42,0
Paud Road,2020-04-15 09:03:43.253438,15:50,Bike,Highway,Minor,1,1,0,36,1
FC Road,2020-01-09 09:03:43.253438,03:08,Truck,Main Road,Minor,1,0,0,4,1
MG Road,2019-09-23 09:03:43.253438,09:55,Auto-rickshaw,Main Road,Fatal,1,0,1,10,0
Aundh Road,2020-09-26 09:03:43.253438,11:42,Auto-rickshaw,Rural,Minor,0,0,1,1,0
Karve Road,2020-07-17 09:03:43.253438,15:50,Truck,Highway,Minor,1,1,0,44,1
Aundh Road,2020-07-11 09:03:43.253438,11:11,Truck,Main Road,Minor,1,1,1,15,0
Sinhagad Road,2022-11-15 09:03:43.253438,09:57,Auto-rickshaw,Main Road,Minor,1,1,0,6,1
MG Road,2020-01-25 09:03:43.253438,18:19,Truck,Rural,Major,0,0,0,6,0
Aundh Road,2024-05-14 09:03:43.253438,16:40,Pedestrian,Residential,Minor,0,0,1,33,0
Aundh Road,2021-12-30 09:03:43.253438,12:19,Truck,Rural,Minor,0,0,0,25,1
Satara Road,2021-11-11 09:03:43.253438,07:14,Truck,Residential,Minor,0,1,0,3,1
Baner Road,2020-12-18 09:03:43.253438,22:19,Auto-rickshaw,Residential,Major,0,0,0,30,1
Satara Road,2024-07-19 09:03:43.253438,21:50,Auto-rickshaw,Rural,Minor,0,0,1,47,0
MG Road,2023-06-01 09:03:43.253438,20:45,Bicycle,Residential,Fatal,1,1,1,38,1
MG Road,2022-03-24 09:03:43.253438,22:05,Bike,Main Road,Minor,1,1,1,25,0
Paud Road,2023-02-05 09:03:43.253438,17:44,Auto-rickshaw,Main Road,Fatal,1,1,0,44,1
Satara Road,2024-05-05 09:03:43.253438,16:24,Bike,Residential,Major,0,1,0,23,1
Kothrud Road,2024-07-28 09:03:43.253438,14:18,Pedestrian,Highway,Major,1,0,0,42,1
Baner Road,2019-11-18 09:03:43.253438,09:18,Pedestrian,Residential,Minor,1,0,1,14,1
MG Road,2023-12-11 09:03:43.253438,01:26,Auto-rickshaw,Highway,Minor,0,0,1,19,0
Paud Road,2019-09-14 09:03:43.253438,08:26,Bus,Highway,Minor,1,1,1,5,0
Satara Road,2022-03-25 09:03:43.253438,10:11,Bike,Residential,Minor,1,1,1,47,1
Baner Road,2023-02-23 09:03:43.253438,17:58,Truck,Rural,Major,0,1,1,5,0
Satara Road,2020-05-24 09:03:43.253438,05:54,Bus,Highway,Minor,0,0,1,34,1
Aundh Road,2020-07-06 09:03:43.253438,07:42,Bicycle,Highway,Minor,1,1,1,5,0
Paud Road,2021-04-28 09:03:43.253438,14:18,Auto-rickshaw,Residential,Minor,1,1,1,18,1
Baner Road,2022-02-14 09:03:43.253438,16:34,Auto-rickshaw,Main Road,Minor,0,1,1,8,1
Shivaji Road,2021-11-05 09:03:43.253438,17:38,Bicycle,Rural,Minor,0,1,0,18,1
Sinhagad Road,2019-12-09 09:03:43.253438,10:45,Bus,Highway,Major,0,0,0,42,0
Sinhagad Road,2023-04-06 09:03:43.253438,06:27,Car,Residential,Major,1,0,0,42,0
Baner Road,2019-11-26 09:03:43.253438,06:07,Pedestrian,Main Road,Minor,1,0,0,26,1
Satara Road,2020-03-11 09:03:43.253438,10:01,Truck,Rural,Minor,0,1,1,10,1
Paud Road,2022-07-11 09:03:43.253438,17:08,Bike,Rural,Fatal,1,1,1,2,1
Sinhagad Road,2022-02-17 09:03:43.253438,16:56,Bus,Rural,Fatal,0,1,1,18,1
Paud Road,2023-07-12 09:03:43.253438,19:44,Bike,Rural,Minor,0,1,0,40,0
Sinhagad Road,2020-03-05 09:03:43.253438,00:26,Auto-rickshaw,Main Road,Minor,0,1,0,25,1
Aundh Road,2022-04-27 09:03:43.253438,07:43,Car,Main Road,Fatal,0,0,0,33,1
Satara Road,2020-12-25 09:03:43.253438,05:26,Bicycle,Rural,Fatal,1,0,1,36,0
Aundh Road,2020-07-30 09:03:43.253438,12:04,Car,Main Road,Minor,1,0,0,24,0
Sinhagad Road,2021-03-04 09:03:43.253438,12:38,Bike,Main Road,Major,0,1,0,13,0
Shivaji Road,2024-08-24 09:03:43.253438,15:47,Bicycle,Highway,Major,0,0,0,23,1
Shivaji Road,2020-04-18 09:03:43.253438,08:19,Pedestrian,Rural,Major,0,1,0,1,0
Aundh Road,2021-03-21 09:03:43.253438,14:27,Auto-rickshaw,Main Road,Fatal,1,0,0,27,1
Shivaji Road,2024-08-27 09:03:43.253438,10:54,Bicycle,Highway,Fatal,0,1,1,8,1
Sinhagad Road,2022-07-05 09:03:43.253438,02:37,Pedestrian,Residential,Minor,1,0,0,25,0
Baner Road,2023-01-02 09:03:43.253438,10:15,Bicycle,Residential,Minor,1,0,1,16,1
Aundh Road,2021-09-18 09:03:43.253438,20:53,Car,Residential,Minor,1,0,0,26,0
FC Road,2024-06-23 09:03:43.253438,02:12,Truck,Rural,Minor,1,0,0,18,0
Satara Road,2019-11-06 09:03:43.253438,05:28,Auto-rickshaw,Main Road,Major,1,1,0,24,1
Shivaji Road,2021-01-11 09:03:43.253438,10:08,Bus,Residential,Fatal,0,0,1,39,1
Shivaji Road,2020-01-12 09:03:43.253438,21:56,Bus,Rural,Fatal,0,1,0,13,0
MG Road,2023-10-20 09:03:43.253438,07:04,Bus,Highway,Fatal,0,0,1,42,0
Kothrud Road,2022-11-27 09:03:43.253438,01:52,Truck,Highway,Fatal,1,0,0,10,1
Aundh Road,2021-08-01 09:03:43.253438,07:56,Auto-rickshaw,Main Road,Major,0,1,1,14,0
Karve Road,2022-02-13 09:03:43.253438,02:04,Bicycle,Main Road,Minor,0,1,0,47,0
Shivaji Road,2020-07-23 09:03:43.253438,18:43,Bike,Residential,Fatal,0,0,1,3,0
Satara Road,2022-09-20 09:03:43.253438,19:55,Bike,Main Road,Fatal,0,1,0,12,1
FC Road,2024-08-03 09:03:43.253438,15:45,Auto-rickshaw,Rural,Fatal,0,1,0,45,0
Shivaji Road,2022-01-10 09:03:43.253438,23:13,Truck,Main Road,Minor,0,0,0,37,0
FC Road,2023-12-28 09:03:43.253438,03:14,Auto-rickshaw,Residential,Fatal,0,0,1,17,0
Sinhagad Road,2024-02-13 09:03:43.253438,14:18,Bike,Main Road,Minor,0,1,1,38,1
Sinhagad Road,2020-10-29 09:03:43.253438,20:34,Auto-rickshaw,Highway,Major,0,0,0,19,0
